R2 score

+-------------------+------------------+--------------+-------------+---------------+
| обучение образцы  | тестовые образцы | Угол нашивки |  Layer Size | Number Layers |
|        -0.01      |       -0.04      |          0   |        24   |       51      |
|        -0.00      |       -0.08      |         90   |        24   |       52      |
|        -0.00      |       -0.09      |          0   |        24   |       52      |
|        -0.00      |       -0.09      |         90   |        24   |       53      |
|        -0.01      |       -0.16      |          0   |        24   |       53      |
|        -0.03      |       -0.23      |         90   |        24   |       54      |
|        -0.04      |       -0.24      |          0   |        24   |       54      |
|        -0.00      |       -0.13      |         90   |        24   |       55      |
|        -0.00      |       -0.12      |          0   |        24   |       55      |
|        -0.00      |       -0.09      |         90   |        24   |       56      |
|        -0.00      |       -0.05      |          0   |        24   |       56      |
|        -0.00      |       -0.07      |         90   |        24   |       57      |
|        -0.01      |       -0.14      |          0   |        24   |       57      |
|        -0.01      |       -0.14      |         90   |        24   |       58      |
|        -0.00      |       -0.11      |          0   |        24   |       58      |
|        -0.01      |       -0.04      |         90   |        24   |       59      |
|        -0.00      |       -0.08      |          0   |        24   |       59      |
|        +0.97      |       -1.71      |         90   |        25   |       10      |
|        +0.99      |       -0.97      |          0   |        25   |       10      |
|        +0.98      |       -1.38      |         90   |        25   |       11      |
|        +0.97      |       -0.78      |          0   |        25   |       11      |
|        +0.99      |       -1.39      |         90   |        25   |       12      |
|        +0.99      |       -0.70      |          0   |        25   |       12      |
|        +0.99      |       -0.98      |         90   |        25   |       13      |
|        +0.99      |       -0.73      |          0   |        25   |       13      |
|        +0.99      |       -1.66      |         90   |        25   |       14      |
|        +0.99      |       -1.03      |          0   |        25   |       14      |
|        +0.99      |       -1.55      |         90   |        25   |       15      |
|        +1.00      |       -0.68      |          0   |        25   |       15      |
|        +1.00      |       -1.14      |         90   |        25   |       16      |
|        +0.99      |       -1.41      |          0   |        25   |       16      |
|        +0.99      |       -1.10      |         90   |        25   |       17      |
|        +1.00      |       -1.00      |          0   |        25   |       17      |
|        +1.00      |       -1.41      |         90   |        25   |       18      |
|        +0.99      |       -1.20      |          0   |        25   |       18      |
|        +0.97      |       -1.55      |         90   |        25   |       19      |
|        +0.99      |       -0.71      |          0   |        25   |       19      |
|        +0.99      |       -1.24      |         90   |        25   |       20      |
